observed_at,source,market_id,player_id,player_name,position_id,sale_price,market_value,bids,seller,status,expires_at
2026-08-18T2303Z,laliga,12717104,1959,Mouriño,2,40219248,37273620,,marketPlayerTeam,on_sale,2026-08-19T23:09:16+02:00
2026-08-18T2303Z,laliga,12717146,3068,Cabrera,2,17006166,16007804,,marketPlayerTeam,on_sale,2026-08-19T23:09:19+02:00
2026-08-18T2303Z,laliga,12717225,2470,Foyth,2,12236452,13306196,,marketPlayerTeam,on_sale,2026-08-19T23:09:25+02:00
2026-08-18T2303Z,laliga,12717862,3089,Ez Abde,4,44395627,42090016,,marketPlayerTeam,on_sale,2026-08-19T23:10:11+02:00
2026-08-18T2303Z,laliga,13605788,3036,Dani Lorenzo,3,9604577,9446672,,marketPlayerTeam,on_sale,2026-08-21T04:08:32+02:00
2026-08-18T2303Z,laliga,14174842,2640,Mario Martín,3,3997637,4092313,,marketPlayerTeam,on_sale,2026-08-21T22:30:25+02:00
2026-08-18T2303Z,laliga,14185477,3098,Q. Hartman,2,8285765,8048919,,marketPlayerTeam,on_sale,2026-08-21T22:45:11+02:00
2026-08-18T2303Z,laliga,14185646,3037,C. Puga,2,5096327,5012308,,marketPlayerTeam,on_sale,2026-08-21T22:45:24+02:00
2026-08-18T2303Z,laliga,14185966,2530,Huijsen,2,36955127,35049155,,marketPlayerTeam,on_sale,2026-08-21T22:45:54+02:00
2026-08-18T2303Z,laliga,14186088,2315,Paredes,2,5280233,5385813,,marketPlayerTeam,on_sale,2026-08-21T22:46:04+02:00
2026-08-18T2303Z,laliga,14186254,2474,Denis Suárez,3,2420507,2388577,,marketPlayerTeam,on_sale,2026-08-21T22:46:18+02:00
2026-08-18T2303Z,laliga,14186359,3069,Blanco,3,14784817,14731133,,marketPlayerTeam,on_sale,2026-08-21T22:46:26+02:00
2026-08-18T2303Z,laliga,14186511,2700,Etta Eyong,4,25480174,24970145,,marketPlayerTeam,on_sale,2026-08-21T22:46:38+02:00
2026-08-18T2303Z,laliga,14209621,2382,Isi,4,20144326,20471475,,marketPlayerTeam,on_sale,2026-08-21T23:19:39+02:00
2026-08-18T2303Z,laliga,14243057,74,Yuri,2,12294334,12294334,,marketPlayerTeam,on_sale,2026-08-22T00:16:06+02:00
2026-08-18T2303Z,laliga,14243153,1991,Tárrega,2,9139919,9139919,,marketPlayerTeam,on_sale,2026-08-22T00:16:18+02:00
2026-08-18T2303Z,laliga,14243525,2480,Johnny,3,5412259,5412259,,marketPlayerTeam,on_sale,2026-08-22T00:16:59+02:00
2026-08-18T2303Z,laliga,14243639,3035,Izan M.,3,6015339,6015339,,marketPlayerTeam,on_sale,2026-08-22T00:17:12+02:00
2026-08-18T2303Z,laliga,14247593,1215,Turrientes,3,6956237,6956237,,marketPlayerTeam,on_sale,2026-08-22T00:24:14+02:00
2026-08-19T0013Z,laliga,67734622,1849,Iñigo Perez,5,2169683,2099445,0,marketPlayerLeague,on_sale,2026-08-19T22:24:00+02:00
2026-08-19T0013Z,laliga,67734625,3166,Manel Usedo,3,761846,744851,0,marketPlayerLeague,on_sale,2026-08-19T22:24:00+02:00
2026-08-19T0013Z,laliga,67734628,2945,Vecino,3,1881351,1827987,0,marketPlayerLeague,on_sale,2026-08-19T22:24:00+02:00
2026-08-19T0013Z,laliga,67734632,3175,Guillén,3,4841225,4697714,0,marketPlayerLeague,on_sale,2026-08-19T22:24:00+02:00
2026-08-19T0013Z,laliga,67734635,2995,Mario Soriano,3,27161321,27549308,0,marketPlayerLeague,on_sale,2026-08-19T22:24:00+02:00
2026-08-19T0013Z,laliga,67734639,2492,Iago Aspas,4,7006087,6930450,0,marketPlayerLeague,on_sale,2026-08-19T22:24:00+02:00
2026-08-19T0013Z,laliga,67734642,2922,Osorio,4,1361883,1320886,0,marketPlayerLeague,on_sale,2026-08-19T22:24:00+02:00
2026-08-19T0013Z,laliga,67734645,2634,Joan García,1,70000004,70886933,0,marketPlayerLeague,on_sale,2026-08-19T22:24:00+02:00
2026-08-19T0013Z,laliga,67734649,2516,Puado,3,5914803,5728641,0,marketPlayerLeague,on_sale,2026-08-19T22:24:00+02:00
2026-08-19T0013Z,laliga,67734654,2455,Peque,4,1919445,2051836,0,marketPlayerLeague,on_sale,2026-08-19T22:24:00+02:00
2026-08-19T0013Z,laliga,67734658,3176,Ibra,4,761846,744851,0,marketPlayerLeague,on_sale,2026-08-19T22:24:00+02:00
2026-08-19T0013Z,laliga,67734661,2531,Trent,2,22455172,22364018,0,marketPlayerLeague,on_sale,2026-08-19T22:24:00+02:00
2026-08-19T0013Z,laliga,67734665,3130,Gulácsi,1,4182951,4107482,0,marketPlayerLeague,on_sale,2026-08-19T22:24:00+02:00
2026-08-19T0013Z,laliga,10520311,2418,Marc Roca,3,5403735,5348551,,marketPlayerTeam,on_sale,2026-08-19T23:09:39+02:00
2026-08-19T0013Z,laliga,10520445,2607,Ilaix Moriba,3,10086454,9645774,,marketPlayerTeam,on_sale,2026-08-19T23:09:30+02:00
2026-08-19T0013Z,laliga,10521109,2504,Ayoze,4,17352024,17664470,,marketPlayerTeam,on_sale,2026-08-19T23:09:59+02:00
2026-08-19T0013Z,laliga,10521397,2603,Ferran Jutglà,4,9506551,9566381,,marketPlayerTeam,on_sale,2026-08-19T23:09:54+02:00
2026-08-19T0013Z,laliga,10530519,2613,M. Dituro,1,7572315,7888908,,marketPlayerTeam,on_sale,2026-08-19T23:09:10+02:00
2026-08-19T0013Z,laliga,10531276,1674,Arda Güler,3,52651995,56090061,,marketPlayerTeam,on_sale,2026-08-19T23:09:45+02:00
2026-08-19T0013Z,laliga,11705725,3129,Carlos Espí,4,9282313,9563853,,marketPlayerTeam,on_sale,2026-08-21T21:57:07+02:00
2026-08-19T0013Z,laliga,12717104,1959,Mouriño,2,40219248,37273620,,marketPlayerTeam,on_sale,2026-08-19T23:09:16+02:00
2026-08-19T0013Z,laliga,12717146,3068,Cabrera,2,17006166,16007804,,marketPlayerTeam,on_sale,2026-08-19T23:09:19+02:00
2026-08-19T0013Z,laliga,12717225,2470,Foyth,2,12236452,13306196,,marketPlayerTeam,on_sale,2026-08-19T23:09:25+02:00
2026-08-19T0013Z,laliga,12717862,3089,Ez Abde,4,44395627,42090016,,marketPlayerTeam,on_sale,2026-08-19T23:10:11+02:00
2026-08-19T0013Z,laliga,13605788,3036,Dani Lorenzo,3,9604577,9446672,,marketPlayerTeam,on_sale,2026-08-21T04:08:32+02:00
2026-08-19T0013Z,laliga,14174842,2640,Mario Martín,3,3997637,4092313,,marketPlayerTeam,on_sale,2026-08-21T22:30:25+02:00
2026-08-19T0013Z,laliga,14185477,3098,Q. Hartman,2,8285765,8048919,,marketPlayerTeam,on_sale,2026-08-21T22:45:11+02:00
2026-08-19T0013Z,laliga,14185646,3037,C. Puga,2,5096327,5012308,,marketPlayerTeam,on_sale,2026-08-21T22:45:24+02:00
2026-08-19T0013Z,laliga,14185966,2530,Huijsen,2,36955127,35049155,,marketPlayerTeam,on_sale,2026-08-21T22:45:54+02:00
2026-08-19T0013Z,laliga,14186088,2315,Paredes,2,5280233,5385813,,marketPlayerTeam,on_sale,2026-08-21T22:46:04+02:00
2026-08-19T0013Z,laliga,14186254,2474,Denis Suárez,3,2420507,2388577,,marketPlayerTeam,on_sale,2026-08-21T22:46:18+02:00
2026-08-19T0013Z,laliga,14186359,3069,Blanco,3,14784817,14731133,,marketPlayerTeam,on_sale,2026-08-21T22:46:26+02:00
2026-08-19T0013Z,laliga,14186511,2700,Etta Eyong,4,25480174,24970145,,marketPlayerTeam,on_sale,2026-08-21T22:46:38+02:00
2026-08-19T0013Z,laliga,14209621,2382,Isi,4,20144326,20471475,,marketPlayerTeam,on_sale,2026-08-21T23:19:39+02:00
2026-08-19T0013Z,laliga,14243057,74,Yuri,2,12294334,12294334,,marketPlayerTeam,on_sale,2026-08-22T00:16:06+02:00
2026-08-19T0013Z,laliga,14243153,1991,Tárrega,2,9139919,9139919,,marketPlayerTeam,on_sale,2026-08-22T00:16:18+02:00
2026-08-19T0013Z,laliga,14243525,2480,Johnny,3,5412259,5412259,,marketPlayerTeam,on_sale,2026-08-22T00:16:59+02:00
2026-08-19T0013Z,laliga,14243639,3035,Izan M.,3,6015339,6015339,,marketPlayerTeam,on_sale,2026-08-22T00:17:12+02:00
2026-08-19T0013Z,laliga,14247593,1215,Turrientes,3,6956237,6956237,,marketPlayerTeam,on_sale,2026-08-22T00:24:14+02:00
2026-08-19T0013Z,laliga,14270371,1930,El Hilali,2,9760951,9760951,,marketPlayerTeam,on_sale,2026-08-22T01:11:35+02:00
2026-08-19T0016Z,laliga,67734622,1849,Iñigo Perez,5,2169683,2099445,0,marketPlayerLeague,on_sale,2026-08-19T22:24:00+02:00
2026-08-19T0016Z,laliga,67734625,3166,Manel Usedo,3,761846,744851,0,marketPlayerLeague,on_sale,2026-08-19T22:24:00+02:00
2026-08-19T0016Z,laliga,67734628,2945,Vecino,3,1881351,1827987,0,marketPlayerLeague,on_sale,2026-08-19T22:24:00+02:00
2026-08-19T0016Z,laliga,67734632,3175,Guillén,3,4841225,4697714,0,marketPlayerLeague,on_sale,2026-08-19T22:24:00+02:00
2026-08-19T0016Z,laliga,67734635,2995,Mario Soriano,3,27161321,27549308,0,marketPlayerLeague,on_sale,2026-08-19T22:24:00+02:00
2026-08-19T0016Z,laliga,67734639,2492,Iago Aspas,4,7006087,6930450,0,marketPlayerLeague,on_sale,2026-08-19T22:24:00+02:00
2026-08-19T0016Z,laliga,67734642,2922,Osorio,4,1361883,1320886,0,marketPlayerLeague,on_sale,2026-08-19T22:24:00+02:00
2026-08-19T0016Z,laliga,67734645,2634,Joan García,1,70000004,70886933,0,marketPlayerLeague,on_sale,2026-08-19T22:24:00+02:00
2026-08-19T0016Z,laliga,67734649,2516,Puado,3,5914803,5728641,0,marketPlayerLeague,on_sale,2026-08-19T22:24:00+02:00
2026-08-19T0016Z,laliga,67734654,2455,Peque,4,1919445,2051836,0,marketPlayerLeague,on_sale,2026-08-19T22:24:00+02:00
2026-08-19T0016Z,laliga,67734658,3176,Ibra,4,761846,744851,0,marketPlayerLeague,on_sale,2026-08-19T22:24:00+02:00
2026-08-19T0016Z,laliga,67734661,2531,Trent,2,22455172,22364018,0,marketPlayerLeague,on_sale,2026-08-19T22:24:00+02:00
2026-08-19T0016Z,laliga,67734665,3130,Gulácsi,1,4182951,4107482,0,marketPlayerLeague,on_sale,2026-08-19T22:24:00+02:00
2026-08-19T0016Z,laliga,10520311,2418,Marc Roca,3,5403735,5348551,,marketPlayerTeam,on_sale,2026-08-19T23:09:39+02:00
2026-08-19T0016Z,laliga,10520445,2607,Ilaix Moriba,3,10086454,9645774,,marketPlayerTeam,on_sale,2026-08-19T23:09:30+02:00
2026-08-19T0016Z,laliga,10521109,2504,Ayoze,4,17352024,17664470,,marketPlayerTeam,on_sale,2026-08-19T23:09:59+02:00
2026-08-19T0016Z,laliga,10521397,2603,Ferran Jutglà,4,9506551,9566381,,marketPlayerTeam,on_sale,2026-08-19T23:09:54+02:00
2026-08-19T0016Z,laliga,10530519,2613,M. Dituro,1,7572315,7888908,,marketPlayerTeam,on_sale,2026-08-19T23:09:10+02:00
2026-08-19T0016Z,laliga,10531276,1674,Arda Güler,3,52651995,56090061,,marketPlayerTeam,on_sale,2026-08-19T23:09:45+02:00
2026-08-19T0016Z,laliga,11705725,3129,Carlos Espí,4,9282313,9563853,,marketPlayerTeam,on_sale,2026-08-21T21:57:07+02:00
2026-08-19T0016Z,laliga,12717104,1959,Mouriño,2,40219248,37273620,,marketPlayerTeam,on_sale,2026-08-19T23:09:16+02:00
2026-08-19T0016Z,laliga,12717146,3068,Cabrera,2,17006166,16007804,,marketPlayerTeam,on_sale,2026-08-19T23:09:19+02:00
2026-08-19T0016Z,laliga,12717225,2470,Foyth,2,12236452,13306196,,marketPlayerTeam,on_sale,2026-08-19T23:09:25+02:00
2026-08-19T0016Z,laliga,12717862,3089,Ez Abde,4,44395627,42090016,,marketPlayerTeam,on_sale,2026-08-19T23:10:11+02:00
2026-08-19T0016Z,laliga,13605788,3036,Dani Lorenzo,3,9604577,9446672,,marketPlayerTeam,on_sale,2026-08-21T04:08:32+02:00
2026-08-19T0016Z,laliga,14174842,2640,Mario Martín,3,3997637,4092313,,marketPlayerTeam,on_sale,2026-08-21T22:30:25+02:00
2026-08-19T0016Z,laliga,14185477,3098,Q. Hartman,2,8285765,8048919,,marketPlayerTeam,on_sale,2026-08-21T22:45:11+02:00
2026-08-19T0016Z,laliga,14185646,3037,C. Puga,2,5096327,5012308,,marketPlayerTeam,on_sale,2026-08-21T22:45:24+02:00
2026-08-19T0016Z,laliga,14185966,2530,Huijsen,2,36955127,35049155,,marketPlayerTeam,on_sale,2026-08-21T22:45:54+02:00
2026-08-19T0016Z,laliga,14186088,2315,Paredes,2,5280233,5385813,,marketPlayerTeam,on_sale,2026-08-21T22:46:04+02:00
2026-08-19T0016Z,laliga,14186254,2474,Denis Suárez,3,2420507,2388577,,marketPlayerTeam,on_sale,2026-08-21T22:46:18+02:00
2026-08-19T0016Z,laliga,14186359,3069,Blanco,3,14784817,14731133,,marketPlayerTeam,on_sale,2026-08-21T22:46:26+02:00
2026-08-19T0016Z,laliga,14186511,2700,Etta Eyong,4,25480174,24970145,,marketPlayerTeam,on_sale,2026-08-21T22:46:38+02:00
2026-08-19T0016Z,laliga,14209621,2382,Isi,4,20144326,20471475,,marketPlayerTeam,on_sale,2026-08-21T23:19:39+02:00
2026-08-19T0016Z,laliga,14243057,74,Yuri,2,12294334,12294334,,marketPlayerTeam,on_sale,2026-08-22T00:16:06+02:00
2026-08-19T0016Z,laliga,14243153,1991,Tárrega,2,9139919,9139919,,marketPlayerTeam,on_sale,2026-08-22T00:16:18+02:00
2026-08-19T0016Z,laliga,14243525,2480,Johnny,3,5412259,5412259,,marketPlayerTeam,on_sale,2026-08-22T00:16:59+02:00
2026-08-19T0016Z,laliga,14243639,3035,Izan M.,3,6015339,6015339,,marketPlayerTeam,on_sale,2026-08-22T00:17:12+02:00
2026-08-19T0016Z,laliga,14247593,1215,Turrientes,3,6956237,6956237,,marketPlayerTeam,on_sale,2026-08-22T00:24:14+02:00
2026-08-19T0016Z,laliga,14270371,1930,El Hilali,2,9760951,9760951,,marketPlayerTeam,on_sale,2026-08-22T01:11:35+02:00
2026-08-19T0019Z,laliga,67734622,1849,Iñigo Perez,5,2169683,2099445,0,marketPlayerLeague,on_sale,2026-08-19T22:24:00+02:00
2026-08-19T0019Z,laliga,67734625,3166,Manel Usedo,3,761846,744851,0,marketPlayerLeague,on_sale,2026-08-19T22:24:00+02:00
2026-08-19T0019Z,laliga,67734628,2945,Vecino,3,1881351,1827987,0,marketPlayerLeague,on_sale,2026-08-19T22:24:00+02:00
2026-08-19T0019Z,laliga,67734632,3175,Guillén,3,4841225,4697714,0,marketPlayerLeague,on_sale,2026-08-19T22:24:00+02:00
2026-08-19T0019Z,laliga,67734635,2995,Mario Soriano,3,27161321,27549308,0,marketPlayerLeague,on_sale,2026-08-19T22:24:00+02:00
2026-08-19T0019Z,laliga,67734639,2492,Iago Aspas,4,7006087,6930450,0,marketPlayerLeague,on_sale,2026-08-19T22:24:00+02:00
2026-08-19T0019Z,laliga,67734642,2922,Osorio,4,1361883,1320886,0,marketPlayerLeague,on_sale,2026-08-19T22:24:00+02:00
2026-08-19T0019Z,laliga,67734645,2634,Joan García,1,70000004,70886933,0,marketPlayerLeague,on_sale,2026-08-19T22:24:00+02:00
2026-08-19T0019Z,laliga,67734649,2516,Puado,3,5914803,5728641,0,marketPlayerLeague,on_sale,2026-08-19T22:24:00+02:00
2026-08-19T0019Z,laliga,67734654,2455,Peque,4,1919445,2051836,0,marketPlayerLeague,on_sale,2026-08-19T22:24:00+02:00
2026-08-19T0019Z,laliga,67734658,3176,Ibra,4,761846,744851,0,marketPlayerLeague,on_sale,2026-08-19T22:24:00+02:00
2026-08-19T0019Z,laliga,67734661,2531,Trent,2,22455172,22364018,0,marketPlayerLeague,on_sale,2026-08-19T22:24:00+02:00
2026-08-19T0019Z,laliga,67734665,3130,Gulácsi,1,4182951,4107482,0,marketPlayerLeague,on_sale,2026-08-19T22:24:00+02:00
2026-08-19T0019Z,laliga,10520311,2418,Marc Roca,3,5403735,5348551,,marketPlayerTeam,on_sale,2026-08-19T23:09:39+02:00
2026-08-19T0019Z,laliga,10520445,2607,Ilaix Moriba,3,10086454,9645774,,marketPlayerTeam,on_sale,2026-08-19T23:09:30+02:00
2026-08-19T0019Z,laliga,10521109,2504,Ayoze,4,17352024,17664470,,marketPlayerTeam,on_sale,2026-08-19T23:09:59+02:00
2026-08-19T0019Z,laliga,10521397,2603,Ferran Jutglà,4,9506551,9566381,,marketPlayerTeam,on_sale,2026-08-19T23:09:54+02:00
2026-08-19T0019Z,laliga,10530519,2613,M. Dituro,1,7572315,7888908,,marketPlayerTeam,on_sale,2026-08-19T23:09:10+02:00
2026-08-19T0019Z,laliga,10531276,1674,Arda Güler,3,52651995,56090061,,marketPlayerTeam,on_sale,2026-08-19T23:09:45+02:00
2026-08-19T0019Z,laliga,11705725,3129,Carlos Espí,4,9282313,9563853,,marketPlayerTeam,on_sale,2026-08-21T21:57:07+02:00
2026-08-19T0019Z,laliga,12717104,1959,Mouriño,2,40219248,37273620,,marketPlayerTeam,on_sale,2026-08-19T23:09:16+02:00
2026-08-19T0019Z,laliga,12717146,3068,Cabrera,2,17006166,16007804,,marketPlayerTeam,on_sale,2026-08-19T23:09:19+02:00
2026-08-19T0019Z,laliga,12717225,2470,Foyth,2,12236452,13306196,,marketPlayerTeam,on_sale,2026-08-19T23:09:25+02:00
2026-08-19T0019Z,laliga,12717862,3089,Ez Abde,4,44395627,42090016,,marketPlayerTeam,on_sale,2026-08-19T23:10:11+02:00
2026-08-19T0019Z,laliga,13605788,3036,Dani Lorenzo,3,9604577,9446672,,marketPlayerTeam,on_sale,2026-08-21T04:08:32+02:00
2026-08-19T0019Z,laliga,14174842,2640,Mario Martín,3,3997637,4092313,,marketPlayerTeam,on_sale,2026-08-21T22:30:25+02:00
2026-08-19T0019Z,laliga,14185477,3098,Q. Hartman,2,8285765,8048919,,marketPlayerTeam,on_sale,2026-08-21T22:45:11+02:00
2026-08-19T0019Z,laliga,14185646,3037,C. Puga,2,5096327,5012308,,marketPlayerTeam,on_sale,2026-08-21T22:45:24+02:00
2026-08-19T0019Z,laliga,14185966,2530,Huijsen,2,36955127,35049155,,marketPlayerTeam,on_sale,2026-08-21T22:45:54+02:00
2026-08-19T0019Z,laliga,14186088,2315,Paredes,2,5280233,5385813,,marketPlayerTeam,on_sale,2026-08-21T22:46:04+02:00
2026-08-19T0019Z,laliga,14186254,2474,Denis Suárez,3,2420507,2388577,,marketPlayerTeam,on_sale,2026-08-21T22:46:18+02:00
2026-08-19T0019Z,laliga,14186359,3069,Blanco,3,14784817,14731133,,marketPlayerTeam,on_sale,2026-08-21T22:46:26+02:00
2026-08-19T0019Z,laliga,14186511,2700,Etta Eyong,4,25480174,24970145,,marketPlayerTeam,on_sale,2026-08-21T22:46:38+02:00
2026-08-19T0019Z,laliga,14209621,2382,Isi,4,20144326,20471475,,marketPlayerTeam,on_sale,2026-08-21T23:19:39+02:00
2026-08-19T0019Z,laliga,14243057,74,Yuri,2,12294334,12294334,,marketPlayerTeam,on_sale,2026-08-22T00:16:06+02:00
2026-08-19T0019Z,laliga,14243153,1991,Tárrega,2,9139919,9139919,,marketPlayerTeam,on_sale,2026-08-22T00:16:18+02:00
2026-08-19T0019Z,laliga,14243525,2480,Johnny,3,5412259,5412259,,marketPlayerTeam,on_sale,2026-08-22T00:16:59+02:00
2026-08-19T0019Z,laliga,14243639,3035,Izan M.,3,6015339,6015339,,marketPlayerTeam,on_sale,2026-08-22T00:17:12+02:00
2026-08-19T0019Z,laliga,14247593,1215,Turrientes,3,6956237,6956237,,marketPlayerTeam,on_sale,2026-08-22T00:24:14+02:00
2026-08-19T0019Z,laliga,14270371,1930,El Hilali,2,9760951,9760951,,marketPlayerTeam,on_sale,2026-08-22T01:11:35+02:00
2026-08-19T0027Z,laliga,67734622,1849,Iñigo Perez,5,2169683,2099445,0,marketPlayerLeague,on_sale,2026-08-19T22:24:00+02:00
2026-08-19T0027Z,laliga,67734625,3166,Manel Usedo,3,761846,744851,0,marketPlayerLeague,on_sale,2026-08-19T22:24:00+02:00
2026-08-19T0027Z,laliga,67734628,2945,Vecino,3,1881351,1827987,0,marketPlayerLeague,on_sale,2026-08-19T22:24:00+02:00
2026-08-19T0027Z,laliga,67734632,3175,Guillén,3,4841225,4697714,0,marketPlayerLeague,on_sale,2026-08-19T22:24:00+02:00
2026-08-19T0027Z,laliga,67734635,2995,Mario Soriano,3,27161321,27549308,0,marketPlayerLeague,on_sale,2026-08-19T22:24:00+02:00
2026-08-19T0027Z,laliga,67734639,2492,Iago Aspas,4,7006087,6930450,0,marketPlayerLeague,on_sale,2026-08-19T22:24:00+02:00
2026-08-19T0027Z,laliga,67734642,2922,Osorio,4,1361883,1320886,0,marketPlayerLeague,on_sale,2026-08-19T22:24:00+02:00
2026-08-19T0027Z,laliga,67734645,2634,Joan García,1,70000004,70886933,0,marketPlayerLeague,on_sale,2026-08-19T22:24:00+02:00
2026-08-19T0027Z,laliga,67734649,2516,Puado,3,5914803,5728641,0,marketPlayerLeague,on_sale,2026-08-19T22:24:00+02:00
2026-08-19T0027Z,laliga,67734654,2455,Peque,4,1919445,2051836,0,marketPlayerLeague,on_sale,2026-08-19T22:24:00+02:00
2026-08-19T0027Z,laliga,67734658,3176,Ibra,4,761846,744851,0,marketPlayerLeague,on_sale,2026-08-19T22:24:00+02:00
2026-08-19T0027Z,laliga,67734661,2531,Trent,2,22455172,22364018,0,marketPlayerLeague,on_sale,2026-08-19T22:24:00+02:00
2026-08-19T0027Z,laliga,67734665,3130,Gulácsi,1,4182951,4107482,0,marketPlayerLeague,on_sale,2026-08-19T22:24:00+02:00
2026-08-19T0027Z,laliga,10520311,2418,Marc Roca,3,5403735,5348551,,marketPlayerTeam,on_sale,2026-08-19T23:09:39+02:00
2026-08-19T0027Z,laliga,10520445,2607,Ilaix Moriba,3,10086454,9645774,,marketPlayerTeam,on_sale,2026-08-19T23:09:30+02:00
2026-08-19T0027Z,laliga,10521109,2504,Ayoze,4,17352024,17664470,,marketPlayerTeam,on_sale,2026-08-19T23:09:59+02:00
2026-08-19T0027Z,laliga,10521397,2603,Ferran Jutglà,4,9506551,9566381,,marketPlayerTeam,on_sale,2026-08-19T23:09:54+02:00
2026-08-19T0027Z,laliga,10530519,2613,M. Dituro,1,7572315,7888908,,marketPlayerTeam,on_sale,2026-08-19T23:09:10+02:00
2026-08-19T0027Z,laliga,10531276,1674,Arda Güler,3,52651995,56090061,,marketPlayerTeam,on_sale,2026-08-19T23:09:45+02:00
2026-08-19T0027Z,laliga,11705725,3129,Carlos Espí,4,9282313,9563853,,marketPlayerTeam,on_sale,2026-08-21T21:57:07+02:00
2026-08-19T0027Z,laliga,12717104,1959,Mouriño,2,40219248,37273620,,marketPlayerTeam,on_sale,2026-08-19T23:09:16+02:00
2026-08-19T0027Z,laliga,12717146,3068,Cabrera,2,17006166,16007804,,marketPlayerTeam,on_sale,2026-08-19T23:09:19+02:00
2026-08-19T0027Z,laliga,12717225,2470,Foyth,2,12236452,13306196,,marketPlayerTeam,on_sale,2026-08-19T23:09:25+02:00
2026-08-19T0027Z,laliga,12717862,3089,Ez Abde,4,44395627,42090016,,marketPlayerTeam,on_sale,2026-08-19T23:10:11+02:00
2026-08-19T0027Z,laliga,13605788,3036,Dani Lorenzo,3,9604577,9446672,,marketPlayerTeam,on_sale,2026-08-21T04:08:32+02:00
2026-08-19T0027Z,laliga,14174842,2640,Mario Martín,3,3997637,4092313,,marketPlayerTeam,on_sale,2026-08-21T22:30:25+02:00
2026-08-19T0027Z,laliga,14185477,3098,Q. Hartman,2,8285765,8048919,,marketPlayerTeam,on_sale,2026-08-21T22:45:11+02:00
2026-08-19T0027Z,laliga,14185646,3037,C. Puga,2,5096327,5012308,,marketPlayerTeam,on_sale,2026-08-21T22:45:24+02:00
2026-08-19T0027Z,laliga,14185966,2530,Huijsen,2,36955127,35049155,,marketPlayerTeam,on_sale,2026-08-21T22:45:54+02:00
2026-08-19T0027Z,laliga,14186088,2315,Paredes,2,5280233,5385813,,marketPlayerTeam,on_sale,2026-08-21T22:46:04+02:00
2026-08-19T0027Z,laliga,14186254,2474,Denis Suárez,3,2420507,2388577,,marketPlayerTeam,on_sale,2026-08-21T22:46:18+02:00
2026-08-19T0027Z,laliga,14186359,3069,Blanco,3,14784817,14731133,,marketPlayerTeam,on_sale,2026-08-21T22:46:26+02:00
2026-08-19T0027Z,laliga,14186511,2700,Etta Eyong,4,25480174,24970145,,marketPlayerTeam,on_sale,2026-08-21T22:46:38+02:00
2026-08-19T0027Z,laliga,14209621,2382,Isi,4,20144326,20471475,,marketPlayerTeam,on_sale,2026-08-21T23:19:39+02:00
2026-08-19T0027Z,laliga,14243057,74,Yuri,2,12294334,12294334,,marketPlayerTeam,on_sale,2026-08-22T00:16:06+02:00
2026-08-19T0027Z,laliga,14243153,1991,Tárrega,2,9139919,9139919,,marketPlayerTeam,on_sale,2026-08-22T00:16:18+02:00
2026-08-19T0027Z,laliga,14243525,2480,Johnny,3,5412259,5412259,,marketPlayerTeam,on_sale,2026-08-22T00:16:59+02:00
2026-08-19T0027Z,laliga,14243639,3035,Izan M.,3,6015339,6015339,,marketPlayerTeam,on_sale,2026-08-22T00:17:12+02:00
2026-08-19T0027Z,laliga,14247593,1215,Turrientes,3,6956237,6956237,,marketPlayerTeam,on_sale,2026-08-22T00:24:14+02:00
2026-08-19T0027Z,laliga,14270371,1930,El Hilali,2,9760951,9760951,,marketPlayerTeam,on_sale,2026-08-22T01:11:35+02:00
2026-08-19T0029Z,laliga,67734622,1849,Iñigo Perez,5,2169683,2099445,0,marketPlayerLeague,on_sale,2026-08-19T22:24:00+02:00
2026-08-19T0029Z,laliga,67734625,3166,Manel Usedo,3,761846,744851,0,marketPlayerLeague,on_sale,2026-08-19T22:24:00+02:00
2026-08-19T0029Z,laliga,67734628,2945,Vecino,3,1881351,1827987,0,marketPlayerLeague,on_sale,2026-08-19T22:24:00+02:00
2026-08-19T0029Z,laliga,67734632,3175,Guillén,3,4841225,4697714,0,marketPlayerLeague,on_sale,2026-08-19T22:24:00+02:00
2026-08-19T0029Z,laliga,67734635,2995,Mario Soriano,3,27161321,27549308,0,marketPlayerLeague,on_sale,2026-08-19T22:24:00+02:00
2026-08-19T0029Z,laliga,67734639,2492,Iago Aspas,4,7006087,6930450,0,marketPlayerLeague,on_sale,2026-08-19T22:24:00+02:00
2026-08-19T0029Z,laliga,67734642,2922,Osorio,4,1361883,1320886,0,marketPlayerLeague,on_sale,2026-08-19T22:24:00+02:00
2026-08-19T0029Z,laliga,67734645,2634,Joan García,1,70000004,70886933,0,marketPlayerLeague,on_sale,2026-08-19T22:24:00+02:00
2026-08-19T0029Z,laliga,67734649,2516,Puado,3,5914803,5728641,0,marketPlayerLeague,on_sale,2026-08-19T22:24:00+02:00
2026-08-19T0029Z,laliga,67734654,2455,Peque,4,1919445,2051836,0,marketPlayerLeague,on_sale,2026-08-19T22:24:00+02:00
2026-08-19T0029Z,laliga,67734658,3176,Ibra,4,761846,744851,0,marketPlayerLeague,on_sale,2026-08-19T22:24:00+02:00
2026-08-19T0029Z,laliga,67734661,2531,Trent,2,22455172,22364018,0,marketPlayerLeague,on_sale,2026-08-19T22:24:00+02:00
2026-08-19T0029Z,laliga,67734665,3130,Gulácsi,1,4182951,4107482,0,marketPlayerLeague,on_sale,2026-08-19T22:24:00+02:00
